sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4005754,8.2,5.75,-1,-1,-1,6,8,7,4.4
4005755,6.8,6.75,-1,-1,-1,6,5,6,4.8
4005756,6.8,5,-1,-1,-1,4,6,4,3.2
4005757,7.2,6,-1,-1,-1,6,6,7,3
4005758,9.2,6,-1,-1,-1,5,9,9,3
4005759,8.6,7,-1,-1,-1,7,9,9,9.6
4005760,6.6,5.75,-1,-1,-1,4,4,6,8.2
4005761,8,5,-1,-1,-1,10,3,10,5.2
4005762,7.4,5,-1,-1,-1,6,8,4,8.4
4005763,8.4,6.5,-1,-1,-1,9,6,9,8.4
4005764,6.8,4.5,-1,-1,-1,4,4,6,3.4
4005765,6.6,6.5,-1,-1,-1,8,7,8,5.4
4005766,6.6,5.5,-1,-1,-1,6,6,8,6.2
4005767,6.2,5,-1,-1,-1,3,6,5,5.2
4005768,7.6,5,-1,-1,-1,5,7,8,6.4
4005769,6.2,6,5,4.5,6.75,-1,-1,-1,4
4005770,4.2,4.5,4.5,4.5,5.5,-1,-1,-1,2.8
4005771,2.6,5,4.75,7,7.25,-1,-1,-1,2.6
4005772,6,5.25,5.25,5.25,8.5,-1,-1,-1,6
4005773,6.6,3,-1,-1,-1,4,5,7,2.8
4005774,6.8,4.75,6.5,6,7.25,-1,-1,-1,4.4
4005775,6.6,5.5,-1,-1,-1,6,3,7,7.2
4005776,6.4,5,6.5,6,8,-1,-1,-1,3.6
4005777,6.6,7.5,-1,-1,-1,6,8,6,9
4005778,8.2,5,-1,-1,-1,8,8,9,7.2
4005779,8.6,6.25,-1,-1,-1,6,8,9,9
4005780,7.8,6,6.5,8,7.75,-1,-1,-1,3.4
4005781,6.6,7.5,6,5.25,8,-1,-1,-1,7.8
4005782,6,5.25,2.25,4.5,7.5,-1,-1,-1,7.4
4005783,5,6.75,9.5,8,8.25,-1,-1,-1,3.2
4005784,7.2,6.5,-1,-1,-1,4,6,7,4.8
4005785,8.2,5,-1,-1,-1,3,6,6,4
4005786,7.4,5.5,-1,-1,-1,5,6,7,6.4
4005787,6.2,5.75,7.75,6.75,8,-1,-1,-1,7.6
4005788,6.2,5.75,6,6.5,9.25,-1,-1,-1,4.2
4005789,8.2,7,-1,-1,-1,7,8,10,7.8
4005790,6.8,6.5,4.5,6,8.25,-1,-1,-1,6.4
4005791,7.6,6.75,-1,-1,-1,5,7,8,5.8
4005792,4.8,7.25,6,4.25,7.75,-1,-1,-1,3.2
4005793,4.8,7,5,6,8,-1,-1,-1,7.6
4005794,6,7.75,7.25,6.25,9.25,-1,-1,-1,4.8
4005795,4.8,6.5,4,6.75,7,-1,-1,-1,6.8
4005796,7.2,6.25,8,6.5,7.75,-1,-1,-1,8.2
4005797,8.8,6.75,-1,-1,-1,6,8,8,7.8
4005798,6,6.75,4.25,5,8.75,-1,-1,-1,5.6
4005799,6.6,7.25,7.25,5.75,9.25,-1,-1,-1,8.4
4005800,6.4,3,1.5,3.75,5,-1,-1,-1,3.8
4005801,8.2,8.25,2.25,6.75,7.75,-1,-1,-1,8.4
4005802,7,8,7,6.75,8.75,-1,-1,-1,8
4005803,7.6,6,4.75,6.75,7.25,-1,-1,-1,7
4005804,2.6,4,3.25,4.25,6.5,-1,-1,-1,2.8
4005805,8.2,5.75,6.75,6.75,9.75,-1,-1,-1,7
4005806,8,7,4.75,5.25,9.25,-1,-1,-1,7.2
4005807,5.4,4.75,4,4.25,6.75,-1,-1,-1,5.6
4005808,7.2,8,4,5.25,7.5,-1,-1,-1,6.2
4005809,7.4,3.25,-1,-1,-1,6,8,5,9.2
4005810,6.8,6.5,4,5.25,9,-1,-1,-1,5.4
4005811,4.8,6.25,3.75,6,8.25,-1,-1,-1,6.4
4005812,6.2,7,5.75,5.25,9,-1,-1,-1,5.6
4005813,5.6,6.5,4,4,8.75,-1,-1,-1,6.6
4005814,8,8,5.75,5.75,9.5,-1,-1,-1,8.4
4005815,7.2,6.25,4.25,6.25,8,-1,-1,-1,7.2
4005816,7.8,7,5.5,7.5,9.25,-1,-1,-1,8.2
4005817,5.8,6.75,6.75,5.5,8.75,-1,-1,-1,4.2
4005818,7.8,6,-1,-1,-1,7,8,7,6.8
4005819,7.6,4.25,-1,-1,-1,4,4,6,2
4005820,5,6,5.5,5.5,8,-1,-1,-1,3.2
4005821,7.4,7,-1,-1,-1,6,8,8,5.4
4005822,5.4,4.5,-1,-1,-1,5,4,4,4
4005823,8.4,6.75,7.5,6.75,9.5,-1,-1,-1,2.4
4005824,7.2,6.5,-1,-1,-1,7,6,6,4.6
4005825,5.8,7,6.75,7.25,8,-1,-1,-1,5.2
4005826,6.6,5.75,-1,-1,-1,6,8,7,5
4005827,8,8.25,5,6.75,8.75,-1,-1,-1,7.8
4005828,7.2,6.5,5.75,6.25,8.25,-1,-1,-1,9.6
4005829,7.2,5,5.75,5,7.75,-1,-1,-1,2
4005830,6.8,3.5,-1,-1,-1,6,8,7,2.8
4005831,6,6.5,8.5,5.5,8.5,-1,-1,-1,2.4
4005832,6.6,6,4.25,7.75,8.25,-1,-1,-1,3.2
4005833,6.2,5.25,6.75,7.5,8.25,-1,-1,-1,2.6
4005834,8.2,7.5,-1,-1,-1,6,6,7,7
4005835,5.6,6,4.75,5.75,6.75,-1,-1,-1,2.4
4005836,3.2,6,5.75,7,6.75,-1,-1,-1,4.2
4005837,7.2,6.75,6.5,9,9.25,-1,-1,-1,3.6
4005838,6.4,4.75,-1,-1,-1,4,4,4,2.8
4005839,4.8,5,6.75,6,9,-1,-1,-1,2.4
4005840,4.8,4.25,4.5,6.25,5.25,-1,-1,-1,2.2
4005841,7.6,6.5,-1,-1,-1,6,8,8,6
4005842,6.4,8,8.75,9,8.75,-1,-1,-1,6.2
4005843,8,6.5,-1,-1,-1,7,8,8,6.8
4005844,7.6,8,8.75,7,9.25,-1,-1,-1,7.2
4005845,6.2,7.75,9,9,10,-1,-1,-1,9.4
4005846,5.4,6,5.25,6.25,7.25,-1,-1,-1,4
4005847,8.2,6,-1,-1,-1,7,9,8,6.4
4005848,6,5.25,-1,-1,-1,6,5,8,4.4
4005849,3.4,5,5.5,5.5,7.75,-1,-1,-1,3
4005850,7.2,5.75,7.25,6,7.75,-1,-1,-1,3.6
4005851,7.8,5.25,5.5,5.25,7,-1,-1,-1,5
4005852,5.6,8,8.25,7.75,9,-1,-1,-1,3.6
4005853,5.8,5.5,3.75,5.5,7.5,-1,-1,-1,4
4005854,4.4,5.25,6.25,6,7.5,-1,-1,-1,2.8
4005855,7.6,5.75,-1,-1,-1,5,7,8,4.4
4005856,3.6,4.75,3.5,3.5,6.25,-1,-1,-1,2.2
4005857,8.4,7.5,-1,-1,-1,6,8,8,6.4
4005858,5.8,6,6.5,6.25,6.75,-1,-1,-1,4.8
4005859,6.4,7.25,4.75,7.25,7.75,-1,-1,-1,8.6
4005860,7.4,5,5.5,5,7.5,-1,-1,-1,1.8
4005861,5.6,3.75,3.5,5.25,7.25,-1,-1,-1,1.6
4005862,4.4,6,8,7,8.75,-1,-1,-1,4.4
4005863,7.4,5.5,-1,-1,-1,5,7,7,3.4
4005864,8,5,-1,-1,-1,6,6,5,5
4005865,6.8,3.75,5.5,7,7.75,-1,-1,-1,3.8
4005866,7.6,6.75,-1,-1,-1,4,8,8,6.2
4005867,5.8,4.5,7.75,6,7.5,-1,-1,-1,3.8
4005868,8,8.5,6.25,5.75,9,-1,-1,-1,9.2
4005869,6.6,6,5.75,6,7.5,-1,-1,-1,2.6
4005870,6.2,5.5,6.25,7,7.5,-1,-1,-1,5.4
4005871,7.6,6,-1,-1,-1,8,4,5,4
4005872,7.6,6,-1,-1,-1,6,4,6,2.2
4005873,4.4,6.5,7.25,6,7,-1,-1,-1,4.8
4005874,8.4,5.25,-1,-1,-1,6,8,8,9.4
4005875,6,5.75,6.75,6.25,7.25,-1,-1,-1,4.6
4005876,3,5.5,-1,-1,-1,4,4,4,3.6
4005877,7,7,8.25,9,7.5,-1,-1,-1,5.4
4005878,6,4,-1,-1,-1,6,6,6,2.8
4005879,7.4,7.25,-1,-1,-1,6,5,6,5.2
4005880,6,4.5,5,6.5,8.25,-1,-1,-1,4.6
4005881,2.8,5,6.25,5.75,6,-1,-1,-1,3.4
4005882,7,4,6.5,8.25,8.5,-1,-1,-1,3
4005883,7.4,6,-1,-1,-1,7,8,8,2.4
4005884,8,4.5,6.25,6.75,7.25,-1,-1,-1,4
4005885,3.2,3.5,4.75,4,5.25,-1,-1,-1,3.4
4005886,3.4,5,5,6.5,7,-1,-1,-1,2.6
4005887,8,5,-1,-1,-1,6,8,7,4.2
4005888,5.4,5,6.5,5.5,6.25,-1,-1,-1,2.8
4005889,2.2,4,3,4.5,7.25,-1,-1,-1,4
4005890,8.2,8,8.5,6.5,8.5,-1,-1,-1,4.6
4005891,7.4,7.5,-1,-1,-1,6,8,8,5.6
4005892,7,5.25,3.75,6.5,6.75,-1,-1,-1,5.6
4005893,7.2,5.5,-1,-1,-1,6,8,7,4.2
4005894,6,7.75,9.25,7.75,8.5,-1,-1,-1,3.6
4005895,6.4,8,7,7.5,9.5,-1,-1,-1,7.8
4005896,5.2,5,-1,-1,-1,4,5,5,4.2
4005897,8.2,7,8.25,8.5,8.25,-1,-1,-1,5
4005898,4.4,7.25,9.75,8.5,8,-1,-1,-1,3.2
4005899,6.8,7,5.25,8.25,9,-1,-1,-1,4.2
4005900,7,6,-1,-1,-1,7,7,8,6.8
4005901,5.4,6.25,7.25,5,7.25,-1,-1,-1,3.4
4005902,6.4,6,6.25,7,6.5,-1,-1,-1,3.4
4005903,5.4,6.25,8,7,8.5,-1,-1,-1,4.2
4005904,5.2,4.75,4.5,5,7,-1,-1,-1,3.8
4005905,7.6,4.5,-1,-1,-1,4,8,7,4.6
4005906,4,4,4,6.5,5.5,-1,-1,-1,3
4005907,6.8,7,8.75,8.75,8.75,-1,-1,-1,2.2
4005908,4,5.75,6.75,5.5,7.25,-1,-1,-1,3.2
4005909,6.8,5.75,7.5,8,7.25,-1,-1,-1,5.4
4005910,7.8,8,6,6.75,8.75,-1,-1,-1,7
4005911,6.8,8,7.25,9.5,8.75,-1,-1,-1,5.4
4005912,7.4,4,-1,-1,-1,4,6,8,3.6
4005913,5.6,5,5.25,6,7.75,-1,-1,-1,3.2
4005914,6.4,7.75,8.5,7.25,7.5,-1,-1,-1,5
4005915,8,4.25,-1,-1,-1,8,6,8,8
4005916,6.6,5.5,7.5,7.25,9.5,-1,-1,-1,2.2
4005917,6.8,4.5,6,6.5,6.5,-1,-1,-1,2.8
4005918,4.2,5,4.25,4,7.25,-1,-1,-1,5
4005919,6,6.25,5.25,6.5,7.75,-1,-1,-1,6.2
4005920,2.4,5.75,2.75,4,5.5,-1,-1,-1,3
4005921,5.2,4,4.5,6.5,6.75,-1,-1,-1,3.8
4005922,4.6,7,7.5,6.5,7,-1,-1,-1,1.8
4005923,8.2,5,-1,-1,-1,6,8,8,7.6
4005924,7.6,7.5,-1,-1,-1,7,8,8,5.2
4005925,3.2,6,6.25,7.5,7.5,-1,-1,-1,3.6
4005926,7,5,4.75,8.75,9.25,-1,-1,-1,2.2
4005927,5.6,6.75,7.75,6.5,7.5,-1,-1,-1,4.6
4005928,6.2,7.25,9,6.75,8.25,-1,-1,-1,2.6
4005929,8,6.5,-1,-1,-1,7,5,8,5.8
4005930,3.6,5.75,5.75,5,8.25,-1,-1,-1,2
4005931,5.4,4.5,4.75,4.25,7,-1,-1,-1,3.2
4005932,8.4,7.5,7.75,6.25,8,-1,-1,-1,9.6
4005933,7.4,5.25,-1,-1,-1,5,6,6,5.6
4005934,4.6,4.25,5,5,5,-1,-1,-1,2.8
4005935,5.8,5,6.75,6.5,7.75,-1,-1,-1,5.6
4005936,4.8,5.5,5.75,5.75,6,-1,-1,-1,2.2
4005937,6.8,5,6,7.25,8.5,-1,-1,-1,3.4
4005938,8,4,-1,-1,-1,6,8,8,7.8
4005939,7,5.5,-1,-1,-1,6,7,6,6.4
4005940,4.6,6.5,-1,-1,-1,5,5,6,5
4005941,4.2,5.5,4.25,5,6.75,-1,-1,-1,4.4
4005942,7.4,5,-1,-1,-1,8,8,8,5.4
4005943,7.2,7.75,4.5,6.25,8.75,-1,-1,-1,6.2
4005944,3.4,5.5,4.5,4.5,7.75,-1,-1,-1,1.8
4005945,6.6,5,3.75,6,7,-1,-1,-1,2.4
4005946,7.8,5,-1,-1,-1,4,7,8,2.8
4005947,7.4,6,-1,-1,-1,7,8,8,5.6
4005948,7.2,6,-1,-1,-1,5,5,6,2.4
4005949,7.6,6,-1,-1,-1,5,6,6,5.6
4005950,3.8,6.75,6.5,4.5,7.25,-1,-1,-1,2.2
4005951,2.2,4.75,4.75,6.5,7,-1,-1,-1,2.4
4005952,8.2,6,-1,-1,-1,6,8,8,4.2
4005953,7,7.5,8.75,8,9.5,-1,-1,-1,2.6
4005954,2.8,5.25,7.25,6,8.5,-1,-1,-1,2.6
4005955,7.2,5.75,-1,-1,-1,6,8,8,4.6
4005956,6,7.25,-1,-1,-1,6,6,4,8.8
4005957,6.4,5,8.25,7.5,8.5,-1,-1,-1,3.6
4005958,5,4.75,-1,-1,-1,6,5,3,2.8
4005959,7.4,6,-1,-1,-1,6,8,6,7.8
4005960,7.2,4.5,-1,-1,-1,7,8,8,5
4005961,5,4.75,-1,-1,-1,5,4,6,3.6
4005962,6.4,7,4.75,4.5,9,-1,-1,-1,5.4
4005963,3.6,5.25,6.5,6,8,-1,-1,-1,4.4
4005964,6.8,6.25,-1,-1,-1,5,7,7,4.4
4005965,6.6,6,7.5,7.75,7.25,-1,-1,-1,3.8
4005966,6.4,6,-1,-1,-1,6,6,6,4.8
4005967,8,5.75,-1,-1,-1,6,8,8,3.6
4005968,4.8,6.75,7.75,7.25,7.25,-1,-1,-1,4.2
4005969,7.6,6.75,-1,-1,-1,7,7,7,5.4
4005970,4.8,7.5,5.25,6.25,8.25,-1,-1,-1,6.6
4005971,6.2,5.75,5.25,6.25,7,-1,-1,-1,3
4005972,7,6.75,7.25,6.5,8,-1,-1,-1,3.2
4005973,6,6.25,6.75,5.75,8.75,-1,-1,-1,2.8
4005974,3.2,2,2.5,2,3,-1,-1,-1,3
4005975,2.8,4.25,4.75,6,6.75,-1,-1,-1,2.8
4005976,6.4,6,-1,-1,-1,6,5,6,5.2
4005977,3.8,5,6.25,5.75,7.5,-1,-1,-1,3
4005978,8.6,5.25,-1,-1,-1,6,8,8,6.6
4005979,5.2,5.5,4.25,5,5.5,-1,-1,-1,2.8
4005980,8.6,6.25,-1,-1,-1,7,8,8,7.4
4005981,2.6,6.5,6,5.5,8.75,-1,-1,-1,3.6
4005982,3.6,5.5,3.5,4.75,4.75,-1,-1,-1,4.2
4005983,6.4,6.25,-1,-1,-1,6,8,6,4.8
4005984,4.6,6,7.25,6.25,9,-1,-1,-1,3.4
4005985,3.8,6.5,7.25,3.75,8.25,-1,-1,-1,3
4005986,0.8,1.25,3.75,3.75,6,-1,-1,-1,2.4
4005987,8,6.25,-1,-1,-1,7,6,8,9.4
4005988,6.6,5.5,6,4.75,7.25,-1,-1,-1,3
4005989,7.8,6,-1,-1,-1,4,8,5,7.2
4005990,7.8,5.25,-1,-1,-1,7,7,6,8.6
4005991,5.2,3.5,6.75,5.5,8.25,-1,-1,-1,1.8
4005992,5,5.5,5.5,7.25,6.75,-1,-1,-1,2.6
4005993,6,6,6.25,7,8,-1,-1,-1,2.6
4005994,5.8,5.5,-1,-1,-1,4,4,4,2.4
4005995,7.4,6,-1,-1,-1,7,5,7,5.4
4005996,8,7.5,-1,-1,-1,7,8,8,7
4005997,5.4,5.25,6.75,6,8.25,-1,-1,-1,3.2
4005998,6,4.75,7.75,8.5,8.5,-1,-1,-1,4.4
4005999,5.8,5.25,-1,-1,-1,6,6,5,4.2
4006000,7.2,5.25,5.5,5.75,8.25,-1,-1,-1,4.2
4006001,7.2,6.5,-1,-1,-1,6,5,6,5.2
4006002,7.6,8,-1,-1,-1,7,7,7,4.6
4006003,7.4,8.25,8,7.5,8.75,-1,-1,-1,9.6
4006004,4.6,5,6.25,6.25,7.5,-1,-1,-1,5.4
4006005,5.2,6.25,4.75,5.25,7.75,-1,-1,-1,-1
4006006,5.4,7.5,7.25,6.5,7.75,-1,-1,-1,4.8
4006007,8.2,7.75,-1,-1,-1,6,3,6,7.6
4006008,4.8,5.5,5,6.5,7,-1,-1,-1,3.2
4006009,6.8,6.75,-1,-1,-1,6,6,6,6.6
4006010,7.6,5.75,-1,-1,-1,6,6,7,4.6
4006011,7.2,5.25,-1,-1,-1,6,8,8,9.4
4006012,6.4,6.25,8.5,5.5,9,-1,-1,-1,3
4006013,7.2,5,-1,-1,-1,5,6,8,5.4
4006014,6.8,4.25,-1,-1,-1,4,7,8,2.2
4006015,7.8,6.5,8,7.25,9,-1,-1,-1,7
4006016,6.2,5.25,-1,-1,-1,6,6,6,2.6
4006017,2.2,4.75,5,5.75,8.25,-1,-1,-1,2.8
4006018,5.2,5,5.25,6,8,-1,-1,-1,2.4
4006019,7.2,6,-1,-1,-1,7,6,9,5.6
4006020,6.4,5.75,-1,-1,-1,6,5,5,2.4
4006021,6.2,6.75,6.75,6.75,8,-1,-1,-1,3
4006022,4.8,6,5.25,5.5,8,-1,-1,-1,3
4006023,6.8,6.5,-1,-1,-1,5,7,7,3.6
4006024,2.6,5,5,5.75,4.75,-1,-1,-1,1.8
4006025,7.8,6,-1,-1,-1,6,7,9,4.8
4006026,7.4,6.5,-1,-1,-1,7,8,8,5.6
4006027,8,6,5,8,8.5,-1,-1,-1,4.8
4006028,4.4,5.5,4.25,5.25,6.25,-1,-1,-1,3.6
4006029,4.8,5.5,-1,-1,-1,5,3,6,3.4
4006030,5.4,6.5,8.75,6.25,6.75,-1,-1,-1,3.2
4006031,8.2,6.75,7,8.25,9.75,-1,-1,-1,6.2
4006032,7.4,6,-1,-1,-1,6,6,7,3.4
4006033,7.2,5.75,5.75,7.75,9,-1,-1,-1,2.2
4006034,6.2,8.25,9.25,8.5,9.5,-1,-1,-1,4.8
4006035,6.2,7.5,-1,-1,-1,6,5,6,4.8
4006036,8.8,7,-1,-1,-1,7,8,8,7.6
4006037,7.6,7,-1,-1,-1,5,7,6,3.8
4006038,8.2,4.5,-1,-1,-1,6,7,6,2
4006039,8,8.75,6.25,7.5,8.75,-1,-1,-1,9.4
4006040,7.6,7.75,6,5.75,9.5,-1,-1,-1,8.2
4006041,4.4,5,3.75,4.25,6.75,-1,-1,-1,2.2
4006042,8.4,5.25,-1,-1,-1,6,8,8,5.2
4006043,6,6.75,5.25,5.5,7.25,-1,-1,-1,3.6
4006044,5.8,5.75,7.25,6.75,8.75,-1,-1,-1,3
4006045,6,6,5.75,5,8,-1,-1,-1,2.6
4006046,6.8,8.5,6.75,7.25,8.75,-1,-1,-1,5.4
4006047,5.4,6.5,6.75,4.75,7.75,-1,-1,-1,6.6
4006048,7,5.25,8.25,8.75,9.75,-1,-1,-1,7.8
4006049,6.8,5.75,-1,-1,-1,5,6,6,3.2
4006050,6.6,4.75,7.25,7.5,8.75,-1,-1,-1,5.2
4006051,7.2,7.75,5.5,7,7.25,-1,-1,-1,7.6
4006052,6.6,5.25,6.5,7,8.25,-1,-1,-1,4
4006053,7.8,6,-1,-1,-1,6,8,7,5.2
4006054,7,6,-1,-1,-1,6,6,8,3.8
4006055,6.4,5.75,-1,-1,-1,6,7,8,2
4006056,6,6,8.25,8.75,7.25,-1,-1,-1,3.4
4006057,7.4,6.75,-1,-1,-1,7,7,7,5.6
4006058,8,7.25,-1,-1,-1,6,8,4,7.8
4006059,5.2,5.25,6,7.5,8.25,-1,-1,-1,4
4006060,3.6,5,6,5.75,7.5,-1,-1,-1,3.6
4006061,5.6,5.5,5,7,9.25,-1,-1,-1,2.4
4006062,5.6,5,4,5,7.25,-1,-1,-1,2.4
4006063,8,6.75,5.75,5.25,9.5,-1,-1,-1,7.2
4006064,3.6,4.75,4.75,6.5,6.75,-1,-1,-1,2.8
4006065,5.8,5,7.75,7.25,5.75,-1,-1,-1,4.4
4006066,7.6,5.75,-1,-1,-1,6,8,8,4.6
4006067,5.4,3.5,2.75,6.5,6.5,-1,-1,-1,3
4006068,8.4,5.25,-1,-1,-1,6,6,7,4.2
4006069,7.2,7,6.75,5.5,8.75,-1,-1,-1,7.8
4006070,7.8,6.5,-1,-1,-1,5,8,8,5.2
4006071,7.6,6,-1,-1,-1,7,7,8,6.2
4006072,6.8,7.5,5,5.5,7.25,-1,-1,-1,6.6
4006073,7.2,8.75,5.75,6.5,8.75,-1,-1,-1,6.6
4006074,5,5,8.25,6.75,8.25,-1,-1,-1,3
4006075,6.2,4.25,-1,-1,-1,6,6,6,4.2
4006076,8,6.75,-1,-1,-1,8,8,8,6.8
4006077,3.4,2.25,3.5,4.75,5,-1,-1,-1,2.4
4006078,7.6,6,5.75,5.5,8.25,-1,-1,-1,7.2
4006079,8.2,6.25,-1,-1,-1,6,6,8,3
4006080,7.4,6,-1,-1,-1,7,7,8,5
4006081,6.8,6.75,6.25,6.5,8,-1,-1,-1,5
4006082,3.6,4.75,4,5,6.25,-1,-1,-1,2.8
4006083,5.4,4.5,-1,-1,-1,7,4,7,2.6
4006084,6.8,6.75,7.25,7.25,9,-1,-1,-1,7.8
4006085,3.2,5.25,5.5,4.5,8,-1,-1,-1,2.4
4006086,6.4,5.25,8,8,8.25,-1,-1,-1,4.8
4006087,5.8,7,8.25,7.75,9.5,-1,-1,-1,3.4
4006088,6.4,7,6,7,6.75,-1,-1,-1,2.4
4006089,6.6,7.5,8.5,7.25,7,-1,-1,-1,6.2
4006090,3.4,6.75,5.75,6.75,8.5,-1,-1,-1,2.4
4006091,7.4,6.5,-1,-1,-1,7,8,8,5
4006092,7.6,7.5,-1,-1,-1,5,7,6,6.4
4006093,8.4,8.5,-1,-1,-1,8,7,8,8
4006094,4.6,5,5.75,5.25,5.5,-1,-1,-1,3
4006095,7.2,6.25,-1,-1,-1,6,8,7,5.8
4006096,7.2,8.5,6.5,5.75,8,-1,-1,-1,5.6
4006097,7,7,4.5,5.5,8.25,-1,-1,-1,7.2
4006098,6.4,6.75,6,8,8,-1,-1,-1,3.2
4006099,8.6,6.5,-1,-1,-1,8,8,8,7
4006100,4.6,7.25,4.75,8,8.5,-1,-1,-1,4.2
4006101,7.6,6,-1,-1,-1,8,5,7,4.4
4006102,6,6.5,5.75,5.75,7.25,-1,-1,-1,2.8
4006103,5.4,5.5,4.5,3.25,5,-1,-1,-1,3.2
4006104,6.8,6.25,-1,-1,-1,5,7,8,6
4006105,4.2,4.75,8.25,7,8.25,-1,-1,-1,4
4006106,7.2,8.25,6,6.25,9.75,-1,-1,-1,6
4006107,6.2,5.25,5,7,8.25,-1,-1,-1,3.8
4006108,6.4,8,6.75,5.75,7.75,-1,-1,-1,6.2
4006109,6.6,6.75,8.75,7.75,9.5,-1,-1,-1,4.2
4006110,6.8,7,9.25,8.5,8.75,-1,-1,-1,3.2
4006111,7.4,5.5,-1,-1,-1,6,8,8,6.4
4006112,7.6,8,6.5,7,9.25,-1,-1,-1,7.4
4006113,8.2,6.75,-1,-1,-1,5,8,9,3.6
4006114,7,5,-1,-1,-1,8,8,4,6.4
4006115,7,5,-1,-1,-1,6,7,6,2.6
4006116,-1,-1,-1,-1,-1,-1,-1,-1,-1
4006117,6.4,5.75,6.75,7.75,7.75,-1,-1,-1,2.6
4006118,7.4,4.25,-1,-1,-1,7,7,6,4.4
4006119,5.8,6.25,8,9,8.5,-1,-1,-1,2.2
4006120,3.4,5,4.75,8,7.5,-1,-1,-1,5.2
4006121,7.4,5.75,-1,-1,-1,6,4,5,8.4
4006122,7.8,7,-1,-1,-1,6,10,7,9.2
4006123,2.6,3.25,2.75,4.5,7,-1,-1,-1,3.2
4006124,5.6,6.75,5,6.5,6.5,-1,-1,-1,7
4006125,6.4,6,8.5,8,7.5,-1,-1,-1,3.4
4006126,5.8,7.25,7,7.75,7.25,-1,-1,-1,4.4
4006127,4.2,6.5,6,6.5,8.25,-1,-1,-1,4
4006128,6.4,6.75,6,6.25,9.25,-1,-1,-1,8
4006129,8,6.25,-1,-1,-1,6,6,7,4.6
4006130,6.4,6,5.25,5.75,7,-1,-1,-1,5.6
4006131,5.6,6.5,7.25,7.25,8.75,-1,-1,-1,3.8
4006132,7.6,5.25,-1,-1,-1,6,7,8,4.6
4006133,1.4,3.5,3.75,5,6,-1,-1,-1,2.6
4006134,7.2,5.75,7,5.75,8.25,-1,-1,-1,3.2
4006135,6.8,6,6.5,7.75,8.75,-1,-1,-1,1.6
4006136,7.8,4.75,-1,-1,-1,5,8,8,3.8
4006137,5.6,5,5.5,6.25,6.25,-1,-1,-1,3.4
4006138,4.8,3.5,5,7,8,-1,-1,-1,3
4006139,7.8,5,-1,-1,-1,5,6,5,2.8
4006140,8,4.5,-1,-1,-1,3,6,3,4
4006141,7,7.75,7.25,7,7.5,-1,-1,-1,5
4006142,7.4,6.25,-1,-1,-1,5,7,6,3.6
4006143,6,5.5,4.25,7,7,-1,-1,-1,1.6
4006144,4.8,4.5,6,6.25,7.5,-1,-1,-1,1.8
4006145,2.2,3.25,2.25,4.25,5.5,-1,-1,-1,2.8
4006146,3.6,4.75,5.25,5.75,7.5,-1,-1,-1,1.8
4006147,5.6,6.25,8,8.5,9.25,-1,-1,-1,1.8
4006148,8.6,8.5,-1,-1,-1,8,6,8,8.2
4006149,7.4,6.75,8.5,6.75,9,-1,-1,-1,5.2
4006150,2.2,5,3.5,3,5.25,-1,-1,-1,3.2
4006151,6,5.5,4.25,4.5,7,-1,-1,-1,4
4006152,5.6,5.25,7.25,4.75,7.5,-1,-1,-1,3
4006153,8,8.5,-1,-1,-1,6,6,6,7.8
4006154,7.8,5.75,-1,-1,-1,6,7,7,4.8
4006155,7,5.75,-1,-1,-1,6,6,8,3.2
4006156,8.6,6.5,-1,-1,-1,8,7,8,8.4
4006157,6.2,7,5,5.25,9,-1,-1,-1,6.4
4006158,3.2,5.5,5,7.25,7,-1,-1,-1,5.4
4006159,7.6,6.25,-1,-1,-1,6,7,8,5
4006160,6.4,6,8,5.75,8.5,-1,-1,-1,4.8
4006161,6.4,7.25,8.5,9.75,8.25,-1,-1,-1,2.6
4006162,7.8,7,-1,-1,-1,6,8,7,6
4006163,7.8,5.75,-1,-1,-1,4,7,8,3.4
4006164,6.2,-1,-1,-1,-1,-1,-1,-1,-1
4006165,7.2,6,-1,-1,-1,6,7,7,3.4
4006166,7.4,6.75,-1,-1,-1,6,4,8,7.4
4006167,7.8,7.5,-1,-1,-1,-1,-1,-1,7.4
4006168,6.8,5,3.5,6,7.25,-1,-1,-1,6.2
4006169,2.8,5,6.25,6.5,8.5,-1,-1,-1,2.4
4006170,5.6,6,6.25,5.25,6.75,-1,-1,-1,3.6
4006171,8,6.25,-1,-1,-1,6,8,8,3.8
4006172,6.8,5.5,-1,-1,-1,5,3,5,2.8
4006173,7.8,4.75,-1,-1,-1,6,8,8,5.4
4006174,7.6,4.5,6.5,7,8.75,-1,-1,-1,5.8
4006175,8,5,-1,-1,-1,7,8,8,6
4006176,7.2,6.75,6.75,5.5,8.5,-1,-1,-1,3
4006177,8.2,7.75,-1,-1,-1,7,8,8,4.6
4006178,7.4,7.25,-1,-1,-1,7,5,7,3.2
4006179,2.2,5.25,5.5,5.25,7.5,-1,-1,-1,2.8
4006180,4.4,5,5.25,7.75,8.5,-1,-1,-1,3.2
4006181,4.6,5,6,6.5,9.25,-1,-1,-1,4.4
4006182,4.6,6.5,8.75,6.5,8.25,-1,-1,-1,5.4
4006183,7.8,4.75,-1,-1,-1,4,8,8,1.6
4006184,5.8,4,5,6.75,6,-1,-1,-1,1.8
